Restaurant_Location,date_time,number_of_orders,percentage_of_delivery_orders
NYU,27-01-2018,1281,0.081186573
NYU,28-01-2018,1219,0.095980312
NYU,29-01-2018,1220,0.091803279
NYU,30-01-2018,1198,0.112687813
NYU,31-01-2018,1236,0.126213592
NYU,01-02-2018,1299,0.094688222
NYU,02-02-2018,1215,0.132510288
NYU,03-02-2018,1315,0.136882129
NYU,04-02-2018,1257,0.128082737
NYU,05-02-2018,1259,0.131850675
NYU,06-02-2018,1297,0.111025443
NYU,07-02-2018,1294,0.166924266
NYU,08-02-2018,1259,0.113582208
NYU,09-02-2018,1281,0.121779859
NYU,10-02-2018,1260,0.126984127
NYU,11-02-2018,1381,0.099203476
NYU,12-02-2018,1296,0.112654321
NYU,13-02-2018,1253,0.124501197
NYU,14-02-2018,1272,0.073113208
NYU,15-02-2018,1312,0.078506098
NYU,16-02-2018,1290,0.104651163
NYU,17-02-2018,1268,0.107255521
NYU,18-02-2018,1312,0.100609756
NYU,19-02-2018,1282,0.085023401
NYU,20-02-2018,1371,0.068563093
NYU,21-02-2018,1261,0.100713719
NYU,22-02-2018,1261,0.113402062
NYU,23-02-2018,1271,0.112509835
NYU,24-02-2018,1361,0.085966201
NYU,25-02-2018,1320,0.096969697
NYU,26-02-2018,1294,0.091190108
NYU,27-02-2018,1320,0.081060606
NYU,28-02-2018,1353,0.089430894
NYU,01-03-2018,1352,0.082840237
NYU,02-03-2018,1271,0.142407553
NYU,03-03-2018,1293,0.102088167
NYU,04-03-2018,1319,0.102350265
NYU,05-03-2018,1268,0.111198738
NYU,06-03-2018,1310,0.099236641
NYU,07-03-2018,1257,0.118536197
NYU,08-03-2018,1228,0.09771987
NYU,09-03-2018,1296,0.104166667
NYU,10-03-2018,1260,0.10952381
NYU,11-03-2018,1235,0.089878543
NYU,12-03-2018,1252,0.091054313
NYU,13-03-2018,1278,0.099374022
NYU,14-03-2018,1252,0.102236422
NYU,15-03-2018,1299,0.093148576
NYU,16-03-2018,1277,0.105716523
NYU,17-03-2018,1304,0.093558282
NYU,18-03-2018,1292,0.106811146
NYU,19-03-2018,1224,0.089052288
NYU,20-03-2018,1277,0.092404072
NYU,21-03-2018,1285,0.128404669
NYU,22-03-2018,1287,0.08003108
NYU,23-03-2018,1249,0.091273018
NYU,24-03-2018,1291,0.086754454
NYU,25-03-2018,1232,0.11038961
NYU,26-03-2018,1244,0.089228296
NYU,27-03-2018,1204,0.090531561
NYU,28-03-2018,1282,0.093603744
NYU,29-03-2018,1272,0.073899371
NYU,30-03-2018,1286,0.080870918
NYU,31-03-2018,1212,0.090759076
NYU,01-04-2018,1250,0.0736
NYU,02-04-2018,1224,0.091503268
NYU,03-04-2018,1185,0.089451477
NYU,04-04-2018,1313,0.085300838
NYU,05-04-2018,1266,0.089257504
NYU,06-04-2018,1289,0.089216447
NYU,07-04-2018,1301,0.089162183
NYU,08-04-2018,1298,0.100154083
NYU,09-04-2018,1269,0.098502758
NYU,10-04-2018,1284,0.086448598
NYU,11-04-2018,1276,0.088557994
NYU,12-04-2018,1230,0.094308943
NYU,13-04-2018,1181,0.085520745
NYU,14-04-2018,1233,0.086780211
NYU,15-04-2018,1261,0.11816019
NYU,16-04-2018,1271,0.086546027
NYU,17-04-2018,1264,0.094936709
NYU,18-04-2018,1270,0.087401575
NYU,19-04-2018,1241,0.094278807
NYU,20-04-2018,1159,0.072476273
NYU,21-04-2018,1235,0.092307692
NYU,22-04-2018,1305,0.111877395
NYU,23-04-2018,1263,0.067300079
NYU,24-04-2018,1258,0.100158983
NYU,25-04-2018,1247,0.090617482
NYU,26-04-2018,1247,0.098636728
NYU,27-04-2018,1244,0.069131833
NYU,28-04-2018,1223,0.085854456
NYU,29-04-2018,1258,0.079491256
NYU,30-04-2018,1250,0.0752
NYU,01-05-2018,1172,0.08105802
NYU,02-05-2018,1080,0.113888889
NYU,03-05-2018,1082,0.1025878
NYU,04-05-2018,1146,0.094240838
NYU,05-05-2018,1213,0.078318219
NYU,06-05-2018,1279,0.093041439
NYU,07-05-2018,1194,0.114740369
NYU,08-05-2018,1208,0.098509934
NYU,09-05-2018,1262,0.10459588
NYU,10-05-2018,1175,0.086808511
NYU,11-05-2018,1203,0.085619285
NYU,12-05-2018,1205,0.083817427
NYU,13-05-2018,1224,0.090686275
NYU,14-05-2018,1270,0.093700787
NYU,15-05-2018,1177,0.12404418
NYU,16-05-2018,1327,0.09118312
NYU,17-05-2018,1234,0.079416532
NYU,18-05-2018,1169,0.086398631
NYU,19-05-2018,1237,0.106709782
NYU,20-05-2018,1158,0.089810017
NYU,21-05-2018,1213,0.098928277
NYU,22-05-2018,1229,0.094385679
NYU,23-05-2018,1191,0.099916037
NYU,24-05-2018,1109,0.084761046
NYU,25-05-2018,1109,0.119927863
NYU,26-05-2018,1033,0.097773475
NYU,27-05-2018,1191,0.083963056
NYU,28-05-2018,1205,0.082157676
NYU,29-05-2018,1099,0.098271156
NYU,30-05-2018,1195,0.087866109
NYU,31-05-2018,1187,0.101937658
NYU,01-06-2018,1174,0.102214651
NYU,02-06-2018,1091,0.100824931
NYU,03-06-2018,1158,0.076856649
NYU,04-06-2018,1170,0.082905983
NYU,05-06-2018,1127,0.090505768
NYU,06-06-2018,1230,0.093495935
NYU,07-06-2018,1196,0.087792642
NYU,08-06-2018,1065,0.103286385
NYU,09-06-2018,1085,0.094009217
NYU,10-06-2018,1159,0.079378775
NYU,11-06-2018,1084,0.089483395
NYU,12-06-2018,1136,0.098591549
NYU,13-06-2018,1084,0.098708487
NYU,14-06-2018,1083,0.108033241
NYU,15-06-2018,1157,0.080380294
NYU,16-06-2018,1071,0.094304388
NYU,17-06-2018,1029,0.124392614
NYU,18-06-2018,1010,0.099009901
NYU,19-06-2018,1018,0.093320236
NYU,20-06-2018,1105,0.08959276
NYU,21-06-2018,1040,0.116346154
NYU,22-06-2018,1134,0.077601411
NYU,23-06-2018,1136,0.089788732
NYU,24-06-2018,1396,0.063753582
NYU,25-06-2018,1117,0.106535363
NYU,26-06-2018,1067,0.116213683
NYU,27-06-2018,1043,0.095877277
NYU,28-06-2018,953,0.080797482
NYU,29-06-2018,975,0.114871795
NYU,30-06-2018,932,0.105150215
NYU,01-07-2018,811,0.107274969
NYU,02-07-2018,824,0.132281553
NYU,03-07-2018,931,0.125671321
NYU,04-07-2018,951,0.113564669
NYU,05-07-2018,909,0.114411441
NYU,06-07-2018,932,0.104077253
NYU,07-07-2018,1010,0.096039604
NYU,08-07-2018,972,0.104938272
NYU,09-07-2018,885,0.116384181
NYU,10-07-2018,850,0.1
NYU,11-07-2018,907,0.109151047
NYU,12-07-2018,967,0.110651499
NYU,13-07-2018,886,0.098194131
NYU,14-07-2018,940,0.089361702
NYU,15-07-2018,942,0.089171975
NYU,16-07-2018,870,0.113793103
NYU,17-07-2018,935,0.117647059
NYU,18-07-2018,883,0.114382786
NYU,19-07-2018,962,0.095634096
NYU,20-07-2018,941,0.103081828
NYU,21-07-2018,913,0.092004381
NYU,22-07-2018,1001,0.107892108
NYU,23-07-2018,942,0.110403397
NYU,24-07-2018,959,0.104275287
NYU,25-07-2018,939,0.080937167
NYU,26-07-2018,936,0.120726496
NYU,27-07-2018,998,0.129258517
NYU,28-07-2018,948,0.105485232
NYU,29-07-2018,985,0.102538071
NYU,30-07-2018,961,0.106139438
NYU,31-07-2018,976,0.097336066
NYU,01-08-2018,979,0.116445352
NYU,02-08-2018,997,0.135406219
NYU,03-08-2018,982,0.098778004
NYU,04-08-2018,1027,0.108081792
NYU,05-08-2018,970,0.11443299
NYU,06-08-2018,924,0.103896104
NYU,07-08-2018,996,0.114457831
NYU,08-08-2018,944,0.112288136
NYU,09-08-2018,994,0.097585513
NYU,10-08-2018,1016,0.094488189
NYU,11-08-2018,1041,0.102785783
NYU,12-08-2018,1061,0.118755891
NYU,13-08-2018,1093,0.092406221
NYU,14-08-2018,1074,0.112662942
NYU,15-08-2018,933,0.103965702
NYU,16-08-2018,986,0.113590264
NYU,17-08-2018,972,0.093621399
NYU,18-08-2018,1054,0.126185958
NYU,19-08-2018,1097,0.108477666
NYU,20-08-2018,1076,0.103159851
NYU,21-08-2018,1103,0.102447869
NYU,22-08-2018,1068,0.103932584
NYU,23-08-2018,1094,0.104204753
NYU,24-08-2018,1010,0.10990099
NYU,25-08-2018,1137,0.105540897
NYU,26-08-2018,1041,0.106628242
NYU,27-08-2018,1058,0.108695652
NYU,28-08-2018,992,0.123991935
NYU,29-08-2018,997,0.131394183
NYU,30-08-2018,973,0.121274409
NYU,31-08-2018,1149,0.098346388
NYU,01-09-2018,1151,0.092962641
NYU,02-09-2018,1175,0.093617021
NYU,03-09-2018,1040,0.116346154
NYU,04-09-2018,1016,0.109251969
NYU,05-09-2018,1044,0.10440613
NYU,06-09-2018,1039,0.115495669
NYU,07-09-2018,1195,0.092050209
NYU,08-09-2018,1211,0.092485549
NYU,09-09-2018,1190,0.075630252
NYU,10-09-2018,1210,0.103305785
NYU,11-09-2018,1186,0.087689713
NYU,12-09-2018,1185,0.086919831
NYU,13-09-2018,1153,0.09019948
NYU,14-09-2018,1157,0.090751945
NYU,15-09-2018,1181,0.099915326
NYU,16-09-2018,1170,0.099145299
NYU,17-09-2018,1129,0.116917626
NYU,18-09-2018,1169,0.116338751
NYU,19-09-2018,1139,0.095697981
NYU,20-09-2018,1256,0.092356688
NYU,21-09-2018,1200,0.101666667
NYU,22-09-2018,1198,0.088480801
NYU,23-09-2018,1282,0.092043682
NYU,24-09-2018,1213,0.090684254
NYU,25-09-2018,1153,0.111014744
NYU,26-09-2018,1176,0.091836735
NYU,27-09-2018,1208,0.07615894
NYU,28-09-2018,1223,0.091578087
NYU,29-09-2018,1237,0.092158448
NYU,30-09-2018,1216,0.091282895
NYU,01-10-2018,1170,0.106837607
NYU,02-10-2018,1191,0.100755668
NYU,03-10-2018,1228,0.091205212
NYU,04-10-2018,1200,0.090833333
NYU,05-10-2018,1177,0.090059473
NYU,06-10-2018,1240,0.092741935
NYU,07-10-2018,1140,0.106140351
NYU,08-10-2018,1263,0.075217736
NYU,09-10-2018,1184,0.092060811
NYU,10-10-2018,1266,0.084518167
NYU,11-10-2018,1292,0.118421053
NYU,12-10-2018,1315,0.098098859
NYU,13-10-2018,1260,0.079365079
NYU,14-10-2018,1312,0.089939024
NYU,15-10-2018,1197,0.085213033
NYU,16-10-2018,1227,0.079869601
NYU,17-10-2018,1254,0.094098884
NYU,18-10-2018,1248,0.090544872
NYU,19-10-2018,1319,0.074298711
NYU,20-10-2018,1283,0.087295401
NYU,21-10-2018,1250,0.0992
NYU,22-10-2018,1263,0.086302454
NYU,23-10-2018,1264,0.095727848
NYU,24-10-2018,1254,0.083732057
NYU,25-10-2018,1257,0.086714399
NYU,26-10-2018,1294,0.095054096
NYU,27-10-2018,1305,0.088122605
NYU,28-10-2018,1251,0.083932854
NYU,29-10-2018,1270,0.081889764
NYU,30-10-2018,1275,0.087843137
NYU,31-10-2018,1253,0.057462091
NYU,01-11-2018,1307,0.08951798
NYU,02-11-2018,1280,0.08203125
NYU,03-11-2018,1324,0.071752266
NYU,04-11-2018,1271,0.088906373
NYU,05-11-2018,1231,0.099918765
NYU,06-11-2018,1326,0.104072398
NYU,07-11-2018,1278,0.10172144
NYU,08-11-2018,1305,0.078927203
NYU,09-11-2018,1299,0.135488838
NYU,10-11-2018,1275,0.090196078
NYU,11-11-2018,1281,0.096018735
NYU,12-11-2018,1216,0.080592105
NYU,13-11-2018,1264,0.083860759
NYU,14-11-2018,1273,0.122545169
NYU,15-11-2018,1243,0.152855994
NYU,16-11-2018,1321,0.098410295
NYU,17-11-2018,1299,0.102386451
NYU,18-11-2018,1197,0.08855472
NYU,19-11-2018,1249,0.081665332
NYU,20-11-2018,1273,0.073055774
NYU,21-11-2018,1298,0.097072419
NYU,22-11-2018,1229,0.145646867
NYU,23-11-2018,1236,0.105987055
NYU,24-11-2018,1353,0.105691057
NYU,25-11-2018,1290,0.092248062
NYU,26-11-2018,1294,0.092735703
NYU,27-11-2018,1227,0.089649552
NYU,28-11-2018,1241,0.103142627
NYU,29-11-2018,1280,0.1
NYU,30-11-2018,1303,0.080583269
NYU,01-12-2018,1279,0.093041439
NYU,02-12-2018,1347,0.098737936
NYU,03-12-2018,1339,0.097087379
NYU,04-12-2018,1278,0.117370892
NYU,05-12-2018,1206,0.108623549
NYU,06-12-2018,1328,0.11746988
NYU,07-12-2018,1287,0.121989122
NYU,08-12-2018,1246,0.133226324
NYU,09-12-2018,1289,0.132660978
NYU,10-12-2018,1230,0.097560976
NYU,11-12-2018,1159,0.100949094
NYU,12-12-2018,1218,0.103448276
NYU,13-12-2018,1307,0.107880643
NYU,14-12-2018,1297,0.096376253
NYU,15-12-2018,1281,0.078064012
NYU,16-12-2018,1296,0.121141975
NYU,17-12-2018,1259,0.08816521
NYU,18-12-2018,1226,0.110929853
NYU,19-12-2018,1253,0.122106943
NYU,20-12-2018,1322,0.088502269
NYU,21-12-2018,1268,0.111198738
NYU,22-12-2018,1257,0.106603023
NYU,23-12-2018,1255,0.094820717
NYU,24-12-2018,1186,0.091062395
NYU,25-12-2018,1205,0.100414938
NYU,26-12-2018,1157,0.092480553
NYU,27-12-2018,1197,0.09273183
NYU,28-12-2018,1229,0.129373474
NYU,29-12-2018,1215,0.095473251
NYU,30-12-2018,1146,0.111692845
NYU,31-12-2018,1156,0.121107266
Upper East Side,02-01-2018,742,0.270889488
Upper East Side,03-01-2018,823,0.264884569
Upper East Side,04-01-2018,786,0.268447837
Upper East Side,05-01-2018,748,0.295454545
Upper East Side,06-01-2018,737,0.322930801
Upper East Side,07-01-2018,723,0.298755187
Upper East Side,08-01-2018,792,0.232323232
Upper East Side,09-01-2018,812,0.201970443
Upper East Side,10-01-2018,840,0.225
Upper East Side,11-01-2018,834,0.158273381
Upper East Side,12-01-2018,851,0.206815511
Upper East Side,13-01-2018,790,0.218987342
Upper East Side,14-01-2018,733,0.272851296
Upper East Side,16-01-2018,836,0.21291866
Upper East Side,17-01-2018,859,0.239813737
Upper East Side,18-01-2018,838,0.257756563
Upper East Side,19-01-2018,824,0.19538835
Upper East Side,20-01-2018,836,0.169856459
Upper East Side,21-01-2018,821,0.165651644
Upper East Side,22-01-2018,829,0.155609168
Upper East Side,23-01-2018,833,0.158463385
Upper East Side,24-01-2018,790,0.213924051
Upper East Side,25-01-2018,808,0.221534653
Upper East Side,26-01-2018,810,0.224691358
Upper East Side,27-01-2018,803,0.145703611
Upper East Side,28-01-2018,849,0.197879859
Upper East Side,29-01-2018,872,0.181192661
Upper East Side,30-01-2018,830,0.244578313
Upper East Side,31-01-2018,815,0.219631902
Upper East Side,01-02-2018,810,0.19382716
Upper East Side,02-02-2018,803,0.247820672
Upper East Side,03-02-2018,809,0.268232386
Upper East Side,04-02-2018,845,0.240236686
Upper East Side,05-02-2018,810,0.217283951
Upper East Side,06-02-2018,792,0.22979798
Upper East Side,07-02-2018,825,0.300606061
Upper East Side,08-02-2018,802,0.256857855
Upper East Side,09-02-2018,762,0.208661417
Upper East Side,10-02-2018,835,0.222754491
Upper East Side,11-02-2018,856,0.203271028
Upper East Side,12-02-2018,829,0.188178528
Upper East Side,13-02-2018,821,0.238733252
Upper East Side,14-02-2018,842,0.142517815
Upper East Side,15-02-2018,888,0.143018018
Upper East Side,16-02-2018,872,0.154816514
Upper East Side,17-02-2018,801,0.202247191
Upper East Side,18-02-2018,782,0.173913043
Upper East Side,20-02-2018,860,0.172093023
Upper East Side,21-02-2018,833,0.196878752
Upper East Side,22-02-2018,849,0.180212014
Upper East Side,23-02-2018,850,0.164705882
Upper East Side,24-02-2018,857,0.155192532
Upper East Side,25-02-2018,859,0.193247963
Upper East Side,26-02-2018,823,0.182260024
Upper East Side,27-02-2018,859,0.186263097
Upper East Side,28-02-2018,858,0.156177156
Upper East Side,01-03-2018,848,0.159198113
Upper East Side,02-03-2018,820,0.293902439
Upper East Side,03-03-2018,866,0.18591224
Upper East Side,04-03-2018,826,0.14527845
Upper East Side,05-03-2018,776,0.170103093
Upper East Side,06-03-2018,851,0.170387779
Upper East Side,07-03-2018,842,0.243467933
Upper East Side,08-03-2018,860,0.197674419
Upper East Side,09-03-2018,811,0.159062885
Upper East Side,10-03-2018,787,0.203303685
Upper East Side,11-03-2018,856,0.192757009
Upper East Side,12-03-2018,826,0.171912833
Upper East Side,13-03-2018,848,0.199292453
Upper East Side,14-03-2018,836,0.211722488
Upper East Side,15-03-2018,795,0.171069182
Upper East Side,16-03-2018,820,0.215853659
Upper East Side,17-03-2018,372,0.360215054
Upper East Side,18-03-2018,794,0.183879093
Upper East Side,19-03-2018,818,0.190709046
Upper East Side,20-03-2018,810,0.204938272
Upper East Side,21-03-2018,791,0.254108723
Upper East Side,22-03-2018,825,0.184242424
Upper East Side,23-03-2018,829,0.172496984
Upper East Side,24-03-2018,838,0.158711217
Upper East Side,25-03-2018,848,0.16745283
Upper East Side,26-03-2018,810,0.202469136
Upper East Side,27-03-2018,836,0.186602871
Upper East Side,28-03-2018,822,0.176399027
Upper East Side,29-03-2018,814,0.157248157
Upper East Side,30-03-2018,830,0.162650602
Upper East Side,31-03-2018,870,0.167816092
Upper East Side,01-04-2018,821,0.175395859
Upper East Side,02-04-2018,789,0.221799747
Upper East Side,03-04-2018,810,0.204938272
Upper East Side,04-04-2018,854,0.156908665
Upper East Side,05-04-2018,806,0.197270471
Upper East Side,06-04-2018,832,0.158653846
Upper East Side,07-04-2018,785,0.146496815
Upper East Side,08-04-2018,824,0.182038835
Upper East Side,09-04-2018,779,0.183568678
Upper East Side,10-04-2018,843,0.170818505
Upper East Side,11-04-2018,839,0.168057211
Upper East Side,12-04-2018,802,0.130922693
Upper East Side,13-04-2018,805,0.162732919
Upper East Side,14-04-2018,797,0.161856964
Upper East Side,15-04-2018,782,0.179028133
Upper East Side,16-04-2018,820,0.17195122
Upper East Side,17-04-2018,791,0.180783818
Upper East Side,18-04-2018,791,0.17193426
Upper East Side,19-04-2018,803,0.164383562
Upper East Side,20-04-2018,794,0.172544081
Upper East Side,21-04-2018,832,0.168269231
Upper East Side,22-04-2018,791,0.185840708
Upper East Side,23-04-2018,832,0.132211538
Upper East Side,24-04-2018,825,0.158787879
Upper East Side,25-04-2018,802,0.152119701
Upper East Side,26-04-2018,763,0.170380079
Upper East Side,27-04-2018,784,0.163265306
Upper East Side,28-04-2018,829,0.159227986
Upper East Side,29-04-2018,811,0.139334155
Upper East Side,30-04-2018,769,0.146944083
Upper East Side,01-05-2018,710,0.173239437
Upper East Side,02-05-2018,665,0.218045113
Upper East Side,03-05-2018,676,0.236686391
Upper East Side,04-05-2018,677,0.197932053
Upper East Side,05-05-2018,694,0.182997118
Upper East Side,06-05-2018,794,0.158690176
Upper East Side,07-05-2018,771,0.168612192
Upper East Side,08-05-2018,761,0.1760841
Upper East Side,09-05-2018,803,0.161892902
Upper East Side,10-05-2018,787,0.177890724
Upper East Side,11-05-2018,806,0.171215881
Upper East Side,12-05-2018,791,0.185840708
Upper East Side,13-05-2018,799,0.13767209
Upper East Side,14-05-2018,767,0.169491525
Upper East Side,15-05-2018,714,0.214285714
Upper East Side,16-05-2018,752,0.159574468
Upper East Side,17-05-2018,789,0.140684411
Upper East Side,18-05-2018,809,0.156983931
Upper East Side,19-05-2018,786,0.195928753
Upper East Side,20-05-2018,754,0.213527851
Upper East Side,21-05-2018,776,0.182989691
Upper East Side,22-05-2018,787,0.196950445
Upper East Side,23-05-2018,745,0.191946309
Upper East Side,24-05-2018,747,0.196787149
Upper East Side,25-05-2018,737,0.166892809
Upper East Side,26-05-2018,706,0.19121813
Upper East Side,27-05-2018,769,0.144343303
Upper East Side,29-05-2018,726,0.174931129
Upper East Side,30-05-2018,765,0.175163399
Upper East Side,31-05-2018,746,0.183646113
Upper East Side,01-06-2018,694,0.187319885
Upper East Side,02-06-2018,714,0.217086835
Upper East Side,03-06-2018,773,0.169469599
Upper East Side,04-06-2018,731,0.143638851
Upper East Side,05-06-2018,727,0.182943604
Upper East Side,06-06-2018,692,0.167630058
Upper East Side,07-06-2018,781,0.176696543
Upper East Side,08-06-2018,714,0.18907563
Upper East Side,09-06-2018,692,0.190751445
Upper East Side,10-06-2018,761,0.168199737
Upper East Side,11-06-2018,734,0.178474114
Upper East Side,12-06-2018,745,0.165100671
Upper East Side,13-06-2018,726,0.196969697
Upper East Side,14-06-2018,719,0.218358832
Upper East Side,15-06-2018,761,0.187910644
Upper East Side,16-06-2018,702,0.215099715
Upper East Side,17-06-2018,660,0.198484848
Upper East Side,18-06-2018,672,0.230654762
Upper East Side,19-06-2018,682,0.202346041
Upper East Side,20-06-2018,762,0.187664042
Upper East Side,21-06-2018,686,0.199708455
Upper East Side,22-06-2018,732,0.161202186
Upper East Side,23-06-2018,729,0.126200274
Upper East Side,24-06-2018,699,0.17739628
Upper East Side,25-06-2018,718,0.199164345
Upper East Side,26-06-2018,689,0.161103048
Upper East Side,27-06-2018,752,0.178191489
Upper East Side,28-06-2018,767,0.192959583
Upper East Side,29-06-2018,649,0.183359014
Upper East Side,30-06-2018,636,0.210691824
Upper East Side,01-07-2018,605,0.208264463
Upper East Side,02-07-2018,625,0.24
Upper East Side,03-07-2018,684,0.26754386
Upper East Side,05-07-2018,643,0.213063764
Upper East Side,06-07-2018,675,0.186666667
Upper East Side,07-07-2018,683,0.191800878
Upper East Side,08-07-2018,690,0.191304348
Upper East Side,09-07-2018,673,0.194650817
Upper East Side,10-07-2018,630,0.241269841
Upper East Side,11-07-2018,682,0.196480938
Upper East Side,12-07-2018,691,0.191027496
Upper East Side,13-07-2018,678,0.185840708
Upper East Side,14-07-2018,660,0.215151515
Upper East Side,15-07-2018,715,0.201398601
Upper East Side,16-07-2018,649,0.203389831
Upper East Side,17-07-2018,683,0.2284041
Upper East Side,18-07-2018,663,0.229260935
Upper East Side,19-07-2018,687,0.215429403
Upper East Side,20-07-2018,660,0.195454545
Upper East Side,21-07-2018,693,0.194805195
Upper East Side,22-07-2018,734,0.179836512
Upper East Side,23-07-2018,737,0.198100407
Upper East Side,24-07-2018,685,0.188321168
Upper East Side,25-07-2018,683,0.207906296
Upper East Side,26-07-2018,673,0.208023774
Upper East Side,27-07-2018,694,0.198847262
Upper East Side,28-07-2018,670,0.220895522
Upper East Side,29-07-2018,680,0.195588235
Upper East Side,30-07-2018,702,0.190883191
Upper East Side,31-07-2018,679,0.17820324
Upper East Side,01-08-2018,702,0.229344729
Upper East Side,02-08-2018,674,0.206231454
Upper East Side,03-08-2018,676,0.215976331
Upper East Side,04-08-2018,692,0.205202312
Upper East Side,05-08-2018,588,0.215986395
Upper East Side,06-08-2018,635,0.22519685
Upper East Side,07-08-2018,633,0.22906793
Upper East Side,08-08-2018,632,0.196202532
Upper East Side,09-08-2018,635,0.166929134
Upper East Side,10-08-2018,672,0.235119048
Upper East Side,11-08-2018,708,0.206214689
Upper East Side,12-08-2018,694,0.201729107
Upper East Side,13-08-2018,714,0.175070028
Upper East Side,14-08-2018,751,0.233022636
Upper East Side,15-08-2018,710,0.207042254
Upper East Side,16-08-2018,645,0.172093023
Upper East Side,17-08-2018,680,0.195588235
Upper East Side,18-08-2018,695,0.247482014
Upper East Side,19-08-2018,708,0.217514124
Upper East Side,20-08-2018,732,0.168032787
Upper East Side,21-08-2018,715,0.204195804
Upper East Side,22-08-2018,678,0.199115044
Upper East Side,23-08-2018,696,0.16954023
Upper East Side,24-08-2018,708,0.185028249
Upper East Side,25-08-2018,704,0.223011364
Upper East Side,26-08-2018,660,0.189393939
Upper East Side,27-08-2018,682,0.217008798
Upper East Side,28-08-2018,588,0.175170068
Upper East Side,29-08-2018,589,0.217317487
Upper East Side,30-08-2018,659,0.204855842
Upper East Side,31-08-2018,734,0.163487738
Upper East Side,01-09-2018,772,0.17746114
Upper East Side,02-09-2018,716,0.171787709
Upper East Side,04-09-2018,683,0.206442167
Upper East Side,05-09-2018,732,0.203551913
Upper East Side,06-09-2018,696,0.238505747
Upper East Side,07-09-2018,713,0.173913043
Upper East Side,08-09-2018,812,0.184729064
Upper East Side,09-09-2018,761,0.14586071
Upper East Side,10-09-2018,856,0.174065421
Upper East Side,11-09-2018,742,0.175202156
Upper East Side,12-09-2018,759,0.191040843
Upper East Side,13-09-2018,783,0.185185185
Upper East Side,14-09-2018,784,0.182397959
Upper East Side,15-09-2018,710,0.18028169
Upper East Side,16-09-2018,747,0.183400268
Upper East Side,17-09-2018,752,0.174202128
Upper East Side,18-09-2018,752,0.198138298
Upper East Side,19-09-2018,772,0.182642487
Upper East Side,20-09-2018,743,0.162853297
Upper East Side,21-09-2018,780,0.183333333
Upper East Side,22-09-2018,796,0.136934673
Upper East Side,23-09-2018,807,0.183395291
Upper East Side,24-09-2018,826,0.167070218
Upper East Side,25-09-2018,758,0.188654354
Upper East Side,26-09-2018,753,0.181938911
Upper East Side,27-09-2018,760,0.161842105
Upper East Side,28-09-2018,793,0.142496847
Upper East Side,29-09-2018,800,0.17875
Upper East Side,30-09-2018,832,0.179086538
Upper East Side,01-10-2018,769,0.145643693
Upper East Side,02-10-2018,768,0.16796875
Upper East Side,03-10-2018,816,0.182598039
Upper East Side,04-10-2018,804,0.186567164
Upper East Side,05-10-2018,817,0.166462668
Upper East Side,06-10-2018,782,0.140664962
Upper East Side,07-10-2018,748,0.213903743
Upper East Side,09-10-2018,763,0.169069463
Upper East Side,10-10-2018,746,0.186327078
Upper East Side,11-10-2018,759,0.243741765
Upper East Side,12-10-2018,790,0.141772152
Upper East Side,13-10-2018,803,0.159402242
Upper East Side,14-10-2018,818,0.149144254
Upper East Side,15-10-2018,751,0.149134487
Upper East Side,16-10-2018,830,0.146987952
Upper East Side,17-10-2018,817,0.152998776
Upper East Side,18-10-2018,791,0.175726928
Upper East Side,19-10-2018,835,0.14491018
Upper East Side,20-10-2018,846,0.157210402
Upper East Side,21-10-2018,798,0.179197995
Upper East Side,22-10-2018,755,0.166887417
Upper East Side,23-10-2018,836,0.16507177
Upper East Side,24-10-2018,815,0.155828221
Upper East Side,25-10-2018,817,0.164014688
Upper East Side,26-10-2018,851,0.149236193
Upper East Side,27-10-2018,848,0.183962264
Upper East Side,28-10-2018,841,0.142687277
Upper East Side,29-10-2018,813,0.177121771
Upper East Side,30-10-2018,884,0.156108597
Upper East Side,31-10-2018,809,0.171817058
Upper East Side,01-11-2018,832,0.147836538
Upper East Side,02-11-2018,776,0.194587629
Upper East Side,03-11-2018,845,0.169230769
Upper East Side,04-11-2018,999,0.127127127
Upper East Side,05-11-2018,783,0.172413793
Upper East Side,06-11-2018,779,0.198973042
Upper East Side,07-11-2018,830,0.146987952
Upper East Side,08-11-2018,817,0.188494492
Upper East Side,09-11-2018,838,0.187350835
Upper East Side,10-11-2018,854,0.163934426
Upper East Side,11-11-2018,778,0.18251928
Upper East Side,13-11-2018,813,0.179581796
Upper East Side,14-11-2018,788,0.205583756
Upper East Side,15-11-2018,790,0.284810127
Upper East Side,16-11-2018,791,0.188369153
Upper East Side,17-11-2018,858,0.153846154
Upper East Side,18-11-2018,849,0.195524146
Upper East Side,19-11-2018,828,0.173913043
Upper East Side,20-11-2018,844,0.190758294
Upper East Side,21-11-2018,856,0.174065421
Upper East Side,23-11-2018,804,0.232587065
Upper East Side,24-11-2018,832,0.189903846
Upper East Side,25-11-2018,850,0.164705882
Upper East Side,26-11-2018,799,0.217772215
Upper East Side,27-11-2018,830,0.190361446
Upper East Side,28-11-2018,870,0.218390805
Upper East Side,29-11-2018,826,0.198547215
Upper East Side,30-11-2018,801,0.187265918
Upper East Side,01-12-2018,816,0.178921569
Upper East Side,02-12-2018,865,0.166473988
Upper East Side,03-12-2018,847,0.159386068
Upper East Side,04-12-2018,846,0.209219858
